Reporting Period,Managing Agency,PID,Agency Project Name,Current Phase,Completion Date,Completion Date Type,Variance (day),Reason for Forecast Completion Change,Data Date
202309,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Design,05/20/2025,Forecast,0,,09/01/2023
202401,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Construction Procurement,12/20/2025,Forecast,214,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/16/2024
202405,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Construction Procurement,12/20/2025,Forecast,0,,07/12/2024
202409,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Construction Procurement,12/20/2025,Forecast,0,,11/01/2024
202501,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Construction Procurement,07/31/2028,Forecast,954,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/07/2025
202505,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Construction Procurement,07/31/2028,Forecast,0,,06/18/2025
202509,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Construction Procurement,07/31/2029,Forecast,365,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/07/2025
202601,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Construction Procurement,07/31/2029,Forecast,0,,04/15/2026
202605,NYPD,3152,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Construction Procurement,07/31/2029,Forecast,0,,07/07/2026
202305,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Design,05/20/2025,Forecast,,,06/22/2023
202309,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Design,05/20/2025,Forecast,0,,09/01/2023
202401,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Construction Procurement,12/20/2025,Forecast,214,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/16/2024
202405,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Construction Procurement,12/20/2025,Forecast,0,,07/12/2024
202409,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Construction Procurement,12/20/2025,Forecast,0,,11/01/2024
202501,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Construction Procurement,07/31/2028,Forecast,954,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/07/2025
202505,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Construction Procurement,07/31/2028,Forecast,0,,06/18/2025
202509,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Construction Procurement,07/31/2029,Forecast,365,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/07/2025
202601,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Construction Procurement,07/31/2029,Forecast,0,,04/15/2026
202605,NYPD,3153,POLICE SERVICE AREA 4 (PSA4),Construction Procurement,07/31/2029,Forecast,0,,07/07/2026
202305,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Design,05/20/2025,Forecast,,,06/22/2023
202309,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Design,05/20/2025,Forecast,0,,09/01/2023
202401,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Construction Procurement,12/20/2025,Forecast,214,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/16/2024
202405,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Construction Procurement,12/20/2025,Forecast,0,,07/12/2024
202409,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Construction Procurement,12/20/2025,Forecast,0,,11/01/2024
202501,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Construction Procurement,12/20/2026,Forecast,365,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/07/2025
202505,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Construction Procurement,12/20/2026,Forecast,0,,06/18/2025
202509,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Construction Procurement,12/20/2026,Forecast,0,,11/07/2025
202601,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Construction Procurement,12/20/2026,Forecast,0,,04/15/2026
202605,NYPD,3154,ELECTRICAL CONDUIT REPLACEMENT (SANDY),Construction Procurement,12/20/2026,Forecast,0,,07/07/2026
202305,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Design,05/20/2025,Forecast,,,06/22/2023
202309,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Design,05/20/2025,Forecast,0,,09/01/2023
202401,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Construction Procurement,12/20/2025,Forecast,214,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/16/2024
202405,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Construction Procurement,12/20/2025,Forecast,0,,07/12/2024
202409,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Construction Procurement,12/20/2025,Forecast,0,,11/01/2024
202501,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Construction Procurement,12/20/2026,Forecast,365,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/07/2025
202505,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Construction Procurement,12/20/2026,Forecast,0,,06/18/2025
202509,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Construction Procurement,12/20/2026,Forecast,0,,11/07/2025
202601,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Construction Procurement,12/20/2026,Forecast,0,,04/15/2026
202605,NYPD,3155,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),Construction Procurement,12/20/2026,Forecast,0,,07/07/2026
202305,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,03/13/2027,Forecast,,,06/22/2023
202309,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,03/13/2027,Forecast,0,,09/01/2023
202401,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,03/13/2027,Forecast,0,,04/16/2024
202405,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,03/13/2029,Forecast,731,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,07/12/2024
202409,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,03/13/2029,Forecast,0,,11/01/2024
202501,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,03/13/2029,Forecast,0,,03/07/2025
202505,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,02/18/2031,Forecast,707,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,06/18/2025
202509,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,02/18/2031,Forecast,0,,11/07/2025
202601,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,02/18/2032,Forecast,365,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,04/15/2026
202605,NYPD,3156,23RD STR WAREHOUSE RECONSTRUCTION,Design,02/18/2032,Forecast,0,,07/07/2026
202305,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,06/22/2023
202309,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,09/01/2023
202401,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,04/16/2024
202405,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,07/12/2024
202409,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,11/01/2024
202501,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,03/07/2025
202505,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,06/18/2025
202509,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,11/07/2025
202601,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,04/15/2026
202605,NYPD,3157,NEW PROPERTY CLERK FACILITY,Pre-Design,,Forecast,,,07/07/2026
202305,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,06/22/2023
202309,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,09/01/2023
202401,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,04/16/2024
202405,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,07/12/2024
202409,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,11/01/2024
202501,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,03/07/2025
202505,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,06/18/2025
202509,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,11/07/2025
202601,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,04/15/2026
202605,NYPD,3158,245 GLENMORE RENOVATION,Pre-Design,,Forecast,,,07/07/2026
202305,NYPD,3159,POLICE ATHLETIC LEAGUE MASONRY,Pre-Design,12/31/2030,Forecast,,,06/22/2023
202309,NYPD,3159,POLICE ATHLETIC LEAGUE MASONRY,Pre-Design,12/31/2030,Forecast,0,,09/01/2023
202401,NYPD,3159,POLICE ATHLETIC LEAGUE MASONRY,,,Forecast,,,04/16/2024
202305,NYPD,3160,11 FRONT STR RENOVATION,Construction,12/20/2023,Forecast,,,06/22/2023
202309,NYPD,3160,11 FRONT STR RENOVATION,Construction,12/20/2023,Forecast,0,,09/01/2023
202401,NYPD,3160,11 FRONT STR RENOVATION,Construction,08/15/2024,Forecast,239,PROJECT DELAYED DUE TO SCHEDULING OF UTILITY WORK,04/16/2024
202405,NYPD,3160,11 FRONT STR RENOVATION,Construction,08/15/2024,Forecast,0,,07/12/2024
202409,NYPD,3160,11 FRONT STR RENOVATION,Construction,12/15/2024,Forecast,122,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,11/01/2024
202501,NYPD,3160,11 FRONT STR RENOVATION,Close-out,12/15/2024,Actual,0,,03/07/2025
202305,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,05/15/2024,Forecast,,,06/22/2023
202309,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,05/15/2024,Forecast,0,,09/01/2023
202401,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,07/30/2024,Forecast,76,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/16/2024
202405,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,09/30/2024,Forecast,62,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,07/12/2024
202409,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,12/30/2024,Forecast,91,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,11/01/2024
202501,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,07/30/2025,Forecast,212,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/07/2025
202505,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,11/30/2025,Forecast,123,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,06/18/2025
202509,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,04/15/2026,Forecast,136,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,11/07/2025
202601,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,09/15/2026,Forecast,153,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,04/15/2026
202605,NYPD,3161,120TH PCT - NEW HVAC SYSTEM,Construction,09/15/2026,Forecast,0,,07/07/2026
202305,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,06/22/2023
202309,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,09/01/2023
202401,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,04/16/2024
202405,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,07/12/2024
202409,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,11/01/2024
202501,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,03/07/2025
202505,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,06/18/2025
202509,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,11/07/2025
202601,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,04/15/2026
202605,NYPD,3162,137 centre street renovation,Pre-Design,,Forecast,,,07/07/2026
202305,NYPD,3163,One Police Plaza Doors,Pre-Design,08/10/2027,Forecast,,,06/22/2023
202309,NYPD,3163,One Police Plaza Doors,Pre-Design,08/10/2027,Forecast,0,,09/01/2023
202401,NYPD,3163,One Police Plaza Doors,,,Forecast,,,04/16/2024
202305,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Construction Procurement,06/15/2024,Forecast,,,06/22/2023
202309,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Construction Procurement,06/15/2024,Forecast,0,,09/01/2023
202401,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Pre-Design,08/30/2029,Forecast,1902,,04/16/2024
202405,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Pre-Design,08/30/2029,Forecast,0,,07/12/2024
202409,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Pre-Design,08/30/2030,Forecast,365,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/01/2024
202501,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Pre-Design,08/30/2030,Forecast,0,,03/07/2025
202505,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Pre-Design,11/30/2030,Forecast,92,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,06/18/2025
202509,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Pre-Design,12/30/2031,Forecast,395,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/07/2025
202601,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Design,12/30/2031,Forecast,0,,04/15/2026
202605,NYPD,3164,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,Design,12/30/2031,Forecast,0,,07/07/2026
202305,NYPD,3165,52ND PRECINCT RENOVATION,Pre-Design,03/05/2026,Forecast,,,06/22/2023
202309,NYPD,3165,52ND PRECINCT RENOVATION,Pre-Design,03/05/2026,Forecast,0,,09/01/2023
202401,NYPD,3165,52ND PRECINCT RENOVATION,,,Forecast,,,04/16/2024
202305,NYPD,3167,7 PCT,Construction Procurement,07/14/2024,Forecast,,,06/22/2023
202309,NYPD,3167,7 PCT,Construction Procurement,10/14/2024,Forecast,92,,09/01/2023
202401,NYPD,3167,7 PCT,Construction Procurement,07/10/2025,Forecast,269,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,04/16/2024
202405,NYPD,3167,7 PCT,Construction Procurement,07/10/2025,Forecast,0,,07/12/2024
202409,NYPD,3167,7 PCT,Construction Procurement,07/10/2025,Forecast,0,,11/01/2024
202501,NYPD,3167,7 PCT,Construction Procurement,07/10/2026,Forecast,365,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/07/2025
202505,NYPD,3167,7 PCT,Construction,07/10/2026,Forecast,0,,06/18/2025
202509,NYPD,3167,7 PCT,Construction,07/10/2026,Forecast,0,,11/07/2025
202601,NYPD,3167,7 PCT,Design,07/10/2026,Forecast,0,,04/15/2026
202605,NYPD,3167,7 PCT,Design,03/10/2029,Forecast,974,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,07/07/2026
202305,NYPD,3168,50 PCT,Construction Procurement,11/14/2024,Forecast,,,06/22/2023
202309,NYPD,3168,50 PCT,Construction Procurement,11/14/2024,Forecast,0,,09/01/2023
202401,NYPD,3168,50 PCT,Construction Procurement,07/10/2025,Forecast,238,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,04/16/2024
202405,NYPD,3168,50 PCT,Construction Procurement,07/10/2025,Forecast,0,,07/12/2024
202409,NYPD,3168,50 PCT,Construction Procurement,07/10/2025,Forecast,0,,11/01/2024
202501,NYPD,3168,50 PCT,Construction Procurement,07/10/2026,Forecast,365,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/07/2025
202505,NYPD,3168,50 PCT,Construction,08/15/2026,Forecast,36,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,06/18/2025
202509,NYPD,3168,50 PCT,Construction,08/15/2026,Forecast,0,,11/07/2025
202601,NYPD,3168,50 PCT,Design,08/15/2026,Forecast,0,,04/15/2026
202605,NYPD,3168,50 PCT,Design,03/10/2029,Forecast,938,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,07/07/2026
202305,NYPD,3169,67 PCT,Construction Procurement,02/15/2025,Forecast,,,06/22/2023
202309,NYPD,3169,67 PCT,Construction Procurement,02/15/2025,Forecast,0,,09/01/2023
202401,NYPD,3169,67 PCT,Construction Procurement,02/15/2026,Forecast,365,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,04/16/2024
202405,NYPD,3169,67 PCT,Construction Procurement,02/15/2026,Forecast,0,,07/12/2024
202409,NYPD,3169,67 PCT,Construction Procurement,02/15/2026,Forecast,0,,11/01/2024
202501,NYPD,3169,67 PCT,Construction Procurement,10/15/2026,Forecast,242,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/07/2025
202505,NYPD,3169,67 PCT,Construction Procurement,01/16/2028,Forecast,458,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,06/18/2025
202509,NYPD,3169,67 PCT,Design,01/16/2029,Forecast,366,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/07/2025
202601,NYPD,3169,67 PCT,Design,05/16/2029,Forecast,120,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,04/15/2026
202605,NYPD,3169,67 PCT,Design,05/16/2029,Forecast,0,,07/07/2026
202305,NYPD,3170,25 PCT,Construction Procurement,08/15/2024,Forecast,,,06/22/2023
202309,NYPD,3170,25 PCT,Construction Procurement,11/15/2024,Forecast,92,,09/01/2023
202401,NYPD,3170,25 PCT,Construction Procurement,07/10/2025,Forecast,237,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,04/16/2024
202405,NYPD,3170,25 PCT,Construction Procurement,07/10/2025,Forecast,0,,07/12/2024
202409,NYPD,3170,25 PCT,Construction Procurement,07/10/2025,Forecast,0,,11/01/2024
202501,NYPD,3170,25 PCT,Construction Procurement,07/10/2026,Forecast,365,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/07/2025
202505,NYPD,3170,25 PCT,Construction,07/10/2026,Forecast,0,,06/18/2025
202509,NYPD,3170,25 PCT,Construction,07/10/2026,Forecast,0,,11/07/2025
202601,NYPD,3170,25 PCT,Design,07/10/2026,Forecast,0,,04/15/2026
202605,NYPD,3170,25 PCT,Design,03/10/2029,Forecast,974,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,07/07/2026
202305,NYPD,3171,90 PCT,Design,06/10/2025,Forecast,,,06/22/2023
202309,NYPD,3171,90 PCT,Design,06/10/2025,Forecast,0,,09/01/2023
202401,NYPD,3171,90 PCT,Design,04/16/2026,Forecast,310,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/16/2024
202405,NYPD,3171,90 PCT,Design,04/16/2026,Forecast,0,,07/12/2024
202409,NYPD,3171,90 PCT,Design,07/16/2026,Forecast,91,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/01/2024
202501,NYPD,3171,90 PCT,Design,06/16/2028,Forecast,701,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/07/2025
202505,NYPD,3171,90 PCT,Design,06/16/2028,Forecast,0,,06/18/2025
202509,NYPD,3171,90 PCT,Design,06/16/2028,Forecast,0,,11/07/2025
202601,NYPD,3171,90 PCT,Design,10/16/2028,Forecast,122,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/15/2026
202605,NYPD,3171,90 PCT,Design,10/16/2028,Forecast,0,,07/07/2026
202305,NYPD,3172,105 PCT,Design,06/10/2025,Forecast,,,06/22/2023
202309,NYPD,3172,105 PCT,Design,06/10/2025,Forecast,0,,09/01/2023
202401,NYPD,3172,105 PCT,Design,04/16/2026,Forecast,310,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/16/2024
202405,NYPD,3172,105 PCT,Design,04/16/2026,Forecast,0,,07/12/2024
202409,NYPD,3172,105 PCT,Design,07/16/2026,Forecast,91,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/01/2024
202501,NYPD,3172,105 PCT,Design,06/16/2028,Forecast,701,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/07/2025
202505,NYPD,3172,105 PCT,Design,06/16/2028,Forecast,0,,06/18/2025
202509,NYPD,3172,105 PCT,Design,06/16/2028,Forecast,0,,11/07/2025
202601,NYPD,3172,105 PCT,Design,10/16/2028,Forecast,122,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/15/2026
202605,NYPD,3172,105 PCT,Design,10/16/2028,Forecast,0,,07/07/2026
202305,NYPD,3173,114 PCT,Design,06/30/2026,Forecast,,,06/22/2023
202309,NYPD,3173,114 PCT,Design,06/30/2026,Forecast,0,,09/01/2023
202401,NYPD,3173,114 PCT,Design,04/16/2026,Forecast,-75,,04/16/2024
202405,NYPD,3173,114 PCT,Design,04/16/2026,Forecast,0,,07/12/2024
202409,NYPD,3173,114 PCT,Design,07/16/2026,Forecast,91,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/01/2024
202501,NYPD,3173,114 PCT,Design,06/16/2028,Forecast,701,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/07/2025
202505,NYPD,3173,114 PCT,Design,06/16/2028,Forecast,0,,06/18/2025
202509,NYPD,3173,114 PCT,Design,06/16/2028,Forecast,0,,11/07/2025
202601,NYPD,3173,114 PCT,Design,10/16/2028,Forecast,122,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/15/2026
202605,NYPD,3173,114 PCT,Design,10/16/2028,Forecast,0,,07/07/2026
202305,NYPD,3174,121 PCT,Design,06/10/2025,Forecast,,,06/22/2023
202309,NYPD,3174,121 PCT,Design,06/10/2025,Forecast,0,,09/01/2023
202401,NYPD,3174,121 PCT,Design,04/16/2026,Forecast,310,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/16/2024
202405,NYPD,3174,121 PCT,Design,04/16/2026,Forecast,0,,07/12/2024
202409,NYPD,3174,121 PCT,Design,07/16/2026,Forecast,91,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/01/2024
202501,NYPD,3174,121 PCT,Design,06/16/2028,Forecast,701,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/07/2025
202505,NYPD,3174,121 PCT,Design,06/16/2028,Forecast,0,,06/18/2025
202509,NYPD,3174,121 PCT,Design,06/16/2028,Forecast,0,,11/07/2025
202601,NYPD,3174,121 PCT,Design,10/16/2028,Forecast,122,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,04/15/2026
202605,NYPD,3174,121 PCT,Design,10/16/2028,Forecast,0,,07/07/2026
202305,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,06/22/2023
202309,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,09/01/2023
202401,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,04/16/2024
202405,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,07/12/2024
202409,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,11/01/2024
202501,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,03/07/2025
202505,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,06/18/2025
202509,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,11/07/2025
202601,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,04/15/2026
202605,NYPD,3175,22/CPP,Pre-Design,,Forecast,,,07/07/2026
202305,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,06/22/2023
202309,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,09/01/2023
202401,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,04/16/2024
202405,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,07/12/2024
202409,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,11/01/2024
202501,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,03/07/2025
202505,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,06/18/2025
202509,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,11/07/2025
202601,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,04/15/2026
202605,NYPD,3176,48 PCT,Pre-Design,,Forecast,,,07/07/2026
202305,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,06/22/2023
202309,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,09/01/2023
202401,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,04/16/2024
202405,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,07/12/2024
202409,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,11/01/2024
202501,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,03/07/2025
202505,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,06/18/2025
202509,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,11/07/2025
202601,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,04/15/2026
202605,NYPD,3177,61 PCT,Pre-Design,,Forecast,,,07/07/2026
202305,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,06/22/2023
202309,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,09/01/2023
202401,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,04/16/2024
202405,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,07/12/2024
202409,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,11/01/2024
202501,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,03/07/2025
202505,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,06/18/2025
202509,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,11/07/2025
202601,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,04/15/2026
202605,NYPD,3178,107 PCT,Pre-Design,,Forecast,,,07/07/2026
202305,NYPD,3179,30 PCT,Pre-Design,,Forecast,,,06/22/2023
202309,NYPD,3179,30 PCT,Pre-Design,,Forecast,,,09/01/2023
202401,NYPD,3179,30 PCT,Pre-Design,,Forecast,,,04/16/2024
202405,NYPD,3179,30 PCT,Pre-Design,,Forecast,,,07/12/2024
202409,NYPD,3179,30 PCT,Pre-Design,,Forecast,,,11/01/2024
202501,NYPD,3179,30 PCT,Pre-Design,,Forecast,,,03/07/2025
202505,NYPD,3179,30 PCT,Pre-Design,,Forecast,,,06/18/2025
